sentence,year,,,,,
"المرأة مو ناقصة مشاكل، وقيادة السيارة وحدة منها.",2015,,,,,
"المطالب الحقيقية هي العيش الكريم، مو الدركسون.",2015,,,,,
الوطنية مو بس نشيد… الوطنية إنك تحافظ على تميزك.,2015,,,,,
"اليوم تسوق، بكرا تطالب بإلغاء الولاية، وبعده وش بيصير؟",2015,,,,,
"اليوم تطلع تسوق، بكرا تقول أنا مستقلة ولا أحد لي دخل.",2015,,,,,
"اليوم تقول “أبغى أسوق”، بكرا تقول “ما أحتاج رجال",2015,,,,,
"اليوم سواقة، بكرا تطلع لحالها… وبعده؟ الله أعلم.",2015,,,,,
"اليوم سواقة، بكرا حفلات واختلاط… الله يستر.",2015,,,,,
"اليوم سيارة، بكرا شقة لحالها… وبعده؟ ما أحد يدري.",2015,,,,,
إذا احترمت نفسها ما تطالب تسوق.,2015,,,,,
"إذا البنات بدوا يسوقون، متى بنشوفهم يسحبون رجالهم بالشارع؟",2015,,,,,
"إذا البنات بدوا يسوقون، متى بنشوفهم يسحبون رجالهم بالشارع؟",2015,,,,,
"إذا البنت تعلمت تطبخ وتخيط، ليه نضيّعها بالسواقة؟",2015,,,,,
"إذا بناتنا صاروا يطالبون بالسواقة، حنا وش نعلّمهم غير كذا؟",2015,,,,,
"إذا بنتي قالت ""أبغى أسوق""، برد عليها: ""إذا تحبيني ما تطلبين"".",2015,,,,,
"إذا ساقت البنت، راح حاجز “ما أقدر” وصار كل شي مباح.",2015,,,,,
"إذا ساقت المرأة، خسرنا خصوصيتنا للأبد.",2015,,,,,
"إذا فتحنا الباب للسواقة، ترى ما نقدر نسكره ثاني!",2015,,,,,
"إذا فتحنا الباب للسواقة، ترى ما نقدر نسكره ثاني!",2015,,,,,
"إذا كان هدفك رضا الله، ما راح تطالبين بحق دنيوي.",2015,,,,,
"إذا كانت الحرية تغريدة، فالمسؤولية حادث!",2015,,,,,
"إذا كانت تقود بيت وأولاد، تقدر تقود سيارة!",2015,,,,,
"إذا هدفك تسوقين عشان “أنا مثلكم”، فهذا أكبر دليل إنك مو جاهزة.",2015,,,,,
أبغى أفهم ليه الموضوع هذا بالذات يفجر المجتمع.,2015,,,,,
أتوقع بيصير نقاش حاد في مجلس الشورى قريب.,2015,,,,,
أحلم أشوف اليوم اللي نقول فيه: المرأة تقود؟ مستحيل!,2015,,,,,
"أختي جوهرة، مستحيل أخليها تمسك خط مع الناس.",2015,,,,,
أغلب اللي يهايطون بالسواقة ما يطلعون من تويتر!,2015,,,,,
أفتقد أيام كانت الحرمة ما تطلع إلا مع أبوها.,2015,,,,,
"أمهاتنا ربونا على الخبز والماء، ما طلبوا يسوقون.",2015,,,,,
أمي كانت تمشي تحت الشمس وما طلبت سيارة… كانت كرامة.,2015,,,,,
"أول القيادة، وبكرة نسمع عن نوادي نسائية ليلية.",2015,,,,,
"أول المطالب سواقة، وآخرها نسى المجتمع وش معنى الحياء.",2015,,,,,
"أول كان الشارع أمان، الحين بيصير مهرجان!",2015,,,,,
"أول ما تقود، ثاني يوم تتجرأ وتروح لحالها السوق.",2015,,,,,
"بتكسر المراية وتقول: ""بابا صلحها لي.""",2015,,,,,
"بتكسر المراية وتقول: ""بابا صلحها لي.""",2015,,,,,
"بدأت السواقة، وبتبدأ معها مشاكل التحرش والابتزاز.",2015,,,,,
"بدت المطالب بالسواقة، وبعدها بتجي مطالب ما يعلم فيها إلا الله.",2015,,,,,
"بدل ما تطالبون بالسواقة، طالبوا بمستشفيات محترمة.",2015,,,,,
"بدؤوا بالسواقة، وبعدها بيطالبون بقيادة الدولة!",2015,,,,,
بدينا بالمطالبة بالسواقة… متى نسمع عن اختلاط في المساجد؟,2015,,,,,
بعد شوي بيطالبون بمواقف خاصة للنساء الغاضبات!,2015,,,,,
بعد شوي بيطالبون بمواقف نسائية وبنزين للنساء فقط.,2015,,,,,
"بعض البنات بس يبغون يعاندون، مو يطالبون بحق.",2015,,,,,
بعضهم ما يعرف يفتح باب السيارة… يبغى يسوقها!,2015,,,,,
بكرا بنشوف التحرش يزيد وتقولون ليه؟,2015,,,,,
"بكرا تطالب بالسواقة، وبعده بالسفر لحالها!",2015,,,,,
بنات السناب ما يمثلون بنات المجتمع المحافظ.,2015,,,,,
بنات اليوم يبغون كل شيء جاهز… حتى التوصيل!,2015,,,,,
بنات تسوق؟ بعد شوي بيصيرون يخطبون الرجال!,2015,,,,,
"بناتنا خط أحمر، لا تخربونهم بالسواقة.",2015,,,,,
بنت تسوق لحالها؟ بكره تصير تسافر لحالها.,2015,,,,,
بنت تسوق؟ زي قطوة ماسكة دركسون.,2015,,,,,
بنتي تبغى تسوق؟ بقفل باب البيت وأرمي المفتاح 😂,2015,,,,,
بنتي تبي تسوق… علموها تمسك قدر الضغط أول.,2015,,,,,
"بنتي ما تطلع من الباب إلا مع محرم، كيف تسوق؟",2015,,,,,
بين كل المجتمعات… حنا آخر من لازم يسمح بهالشي.,2015,,,,,
"تبغون الحرية؟ سافروا برا، مو عندنا.",2015,,,,,
تبغى تحافظ على كرامتها؟ تترك السواقة لزوجها أو أخوها.,2015,,,,,
تبغى تسوق؟ اسألي نفسك أول: ليه؟ وش الهدف الحقيقي؟,2015,,,,,
تبغى تسوق؟ خذي ريموت كنترول سيارة أطفال وافتكي.,2015,,,,,
تبغى تسوق؟ خذي وظيفتي أول وبعدين نتفاهم!,2015,,,,,
تبغين تسوقين؟ اكسبي رضا أبوك أول!,2015,,,,,
تبغين تسوقين؟ تعلمي أول إن المخالفة مو لعبة.,2015,,,,,
تبغين تسوقين؟ تعلمي أول إن المخالفة مو لعبة.,2015,,,,,
تبغين تسوقين؟ خذي سيارة لعبة وارتاحي.,2015,,,,,
تبغين تسوقين؟ طيب خذي رخصة “تحمّل كلام الناس” أول.,2015,,,,,
تبغين تسوقين؟ لازم تثبتين أنك تستحقين الثقة.,2015,,,,,
تبغين حرية؟ خذي مفتاح السيارة وخلي الحياة عليك.,2015,,,,,
تبين تسوقين؟ أول اثبتي إنك تعرفين تقرئين الخريطة.,2015,,,,,
تخيّل بنت توقف تفحص الزيت بالمحطة! وش بقى من الستر؟,2015,,,,,
تخيّل بنت توقف تفحص الزيت بالمحطة! وش بقى من الستر؟,2015,,,,,
"ترا الدين فيه مرونة، بس المجتمع له حدود.",2015,,,,,
ترا فيه قضايا أهم بكثييير من “مين يسوق”!,2015,,,,,
"تراها سيارة، مو إنجاز تاريخي!",2015,,,,,
ترى السيارة ما هي شنطة ماركة… تحتاج مسؤولية وفلوس.,2015,,,,,
ترى السيارة ما هي شنطة ماركة… تحتاج مسؤولية وفلوس.,2015,,,,,
تقول تسوق! طيب وين المطالبة بتحسين التعليم؟,2015,,,,,
"تقول: ""بس بجرب السيارة""، وبعد أسبوع نلقاها بالرياض!",2015,,,,,
جدتي كانت تمشي كيلومترات وما فكرت تطلب سيارة.,2015,,,,,
"جربنا منع السواقة، ما خلى الدنيا جنة.",2015,,,,,
جمال البنت في حياءها… مو في مهاراتها بالمقود.,2015,,,,,
"حتى الحيوانات تخاف على نفسها، وانتوا تبغون البنات يسوقن؟!",2015,,,,,
حتى السواقة تحتاج شروط… مو كل بنت جاهزة.,2015,,,,,
حتى الشباب ما قدروا يغطون مصاريف السيارة… تبون البنات؟,2015,,,,,
حتى الشباب ما قدروا يغطون مصاريف السيارة… تبون البنات؟,2015,,,,,
حتى الصحابيات ما ساقوا… ليه حنا نطلب نختلف عنهم؟,2015,,,,,
حتى الغرب يضحك علينا لما نطالب بسواقة النساء.,2015,,,,,
"حتى بالذوق، البنت ما تنفع في موقف سيارات.",2015,,,,,
"حتى لو سمحوا، ما يعني كل النساء راح يسوقون!",2015,,,,,
"حتى لو كانت نيتها طيبة، الناس ما ترحم ولا تسكت.",2015,,,,,
"حتى لو ما لقيت فتوى تحرّم، عاداتنا لها احترامها.",2015,,,,,
"حرية التنقل مو رفاهية، هذا أبسط الحقوق.",2015,,,,,
"حريم أول أقوى وأنبل… ما كانوا يبغون مفاتيح، يبغون احترام.",2015,,,,,
"حنا سعوديين، مو لازم نكون نسخة من الغرب!",2015,,,,,
"حنا لنا هوية، واللي تطالب بالسواقة تبي تخلعها.",2015,,,,,
"حنا ما نعترض عالسواقة، نعترض على اللي خلف القرار.",2015,,,,,
"حنا ما نمنع السواقة، حنا نمنع التمرد.",2015,,,,,
"حنا مجتمع له خصوصية، السيارة تخرب هالخصوصية.",2015,,,,,
"حنا مجتمع مترابط، واللي تسوق تفك هالترابط.",2015,,,,,
"حنا نحب بناتنا، بس نبيهم مطيعات مو متمردات.",2015,,,,,
"حنا نربي ملكات، مو سواقات!",2015,,,,,
حنا نعرف أهلنا… مو كل البنات نقدر نثق في تصرفاتهم برا.,2015,,,,,
"خلاص، عطوهم سيارات لعب وخلونا نرجع لحياتنا.",2015,,,,,
خلونا نأجله سنة سنتين… نشوف هل البنات جاهزين؟,2015,,,,,
خلونا نبدأ بسواقة داخل الحي أول… بعدين نفكر بالخطوط.,2015,,,,,
خلونا نفصل بين نضج النقاش وهياط هاشتاقات.,2015,,,,,
"خلوها تسوق، وبعدها توصل أخوها الكسول للمدرسة.",2015,,,,,
خلوها تسوق… يمكن توقف في نص الدائري وتبكي!,2015,,,,,
خلوها تقود؟ بعدين تقولوا ليه التحرش؟!,2015,,,,,
"خليها تمشي على الرصيف أول، بعدين تفكر تسوق!",2015,,,,,
"دامها تدفع رسوم ومخالفات، تسوق مثل غيرها.",2015,,,,,
"ديننا كرم المرأة في بيتها، مو في الشوارع.",2015,,,,,
"ذا صار حادث، من يتحمل؟ المجتمع ولا البنت اللي أصرت تسوق؟",2015,,,,,
رضا الوالدين أهم من كل رخصة تقودينها.,2015,,,,,
زمان كانت البنت حلمها عيلة… الحين سيّارة!,2015,,,,,
زمان كانوا الحريم كنوز… الحين تبغونهم سواقين!,2015,,,,,
سمعة البنت أهم من راحتها… والسواقة تهدد سمعتها.,2015,,,,,
سواقة المرأة ما تناسب مجتمعنا… ببساطة.,2015,,,,,
شكلنا بنشوف شوارعنا كلها سيارات بلون وردي قريبًا.,2015,,,,,
"شوارعنا زحمة، بتسوونها أكثر بزحمة البنات؟",2015,,,,,
"شوارعنا ما تحتمل زيادة، عاد البنات؟ لا تعليق.",2015,,,,,
طالبة السواقة وفلترها قلب وجهها قطة… وين الجدية؟,2015,,,,,
"طفح الكيل من التمييز، خلونا نبدأ بالسواقة.",2015,,,,,
"عاداتنا خط أحمر، لا تلعبون فيها.",2015,,,,,
عشان قيادة؟ نضيع أهلنا وهويتنا؟ لا والله.,2015,,,,,
"عطوها سيارة اليوم، بكرا بتطالب طيارة خاصّة!",2015,,,,,
"عطوها سيارة اليوم، بكرا تطلب صيانة وتغيير زيت!",2015,,,,,
"عطوها سيارة اليوم، بكرا تطلب صيانة وتغيير زيت!",2015,,,,,
